entity,doc_freq,types,primary_type,idf,tfidf_proxy
Crude Runs,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Refined Product Import Requirements,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Surplus Product Export,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Oecd Asia Oceania Throughput,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Oecd Asia Oceania Demand,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Petrochemical Integration,1,['Technology'],Technology,7.404279118037268,7.404279118037268
Imported Refined Products,1,['Energysource'],Energysource,7.404279118037268,7.404279118037268
Pentanes Plus,1,['Energysource'],Energysource,7.404279118037268,7.404279118037268
Upstream Oil Projects,1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Fractionation Units,1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Petrochemical Producers,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Developing Regions,1,['Region'],Region,7.404279118037268,7.404279118037268
Lpg Consumption Increase,1,['Metric'],Metric,7.404279118037268,7.404279118037268
East Of Suez Lpg Demand Increase,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Global Lpg Consumption,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Lpg Exports,1,['Metric'],Metric,7.404279118037268,7.404279118037268
2014-2024,1,['Timeframe'],Timeframe,7.404279118037268,7.404279118037268
Ngls Output,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Global Ethane Demand 2012-2030,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Ethane Demand Growth 2024-2030,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Ethane Demand In Middle East 2024-2030,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Ethane Demand In Saudi Arabia 2024-2030,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Ethane Demand In Qatar 2024-2030,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Ethane Demand In Uae 2024-2030,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Ethane Demand In Europe 2024-2030,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Ethane Demand In China 2024-2030,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Ethane Demand In India 2024-2030,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Ethane Demand In Russia 2024-2030,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Ethane Cracker In Belgium,1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Ethane Cracker,1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Forecast Period End,1,['Timeframe'],Timeframe,7.404279118037268,7.404279118037268
Ethane Storage Capacity Us 2024,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Ethane Storage Capacity Canada 2024,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Ethane Storage Capacity China 2024,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Ethane Storage Capacity China 2025,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Us Ethane Production 2030,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Us Ethane Export Volume 2024,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Us Ethane Export Volume 2030,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Us Ethane Production Growth,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Us Demand 2030,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Canada Demand 2030,1,['Metric'],Metric,7.404279118037268,7.404279118037268
China Net Shortfall 2030,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Canada Net Shortfall Reduction,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Global Lpg Demand 2024,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Global Lpg Demand 2030,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Global Lpg Demand Growth,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Cooking And Heating,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Transportation Fuels,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Rest Of Africa,1,['Region'],Region,7.404279118037268,7.404279118037268
United States And Canada,1,['Region'],Region,7.404279118037268,7.404279118037268
Lpg Storage Capacity Worldwide,1,['Metric'],Metric,7.404279118037268,7.404279118037268
European Storage,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Global Capacity,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Kb/D,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Oecd Demand,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Non-Oecd Demand,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Oecd Supply Americas,1,['Region'],Region,7.404279118037268,7.404279118037268
Oecd Supply Europe,1,['Region'],Region,7.404279118037268,7.404279118037268
Oecd Supply Asia Oceania,1,['Region'],Region,7.404279118037268,7.404279118037268
Non-Oecd Supply Eurasia,1,['Region'],Region,7.404279118037268,7.404279118037268
Non-Oecd Supply Europe,1,['Region'],Region,7.404279118037268,7.404279118037268
Non-Oecd Supply China,1,['Region'],Region,7.404279118037268,7.404279118037268
Total Non-Oecd2,1,['Region'],Region,7.404279118037268,7.404279118037268
Processing Gains3,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Call On Opec Crude + Stock Changes,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Non-Oecd China,1,['Region'],Region,7.404279118037268,7.404279118037268
Non-Oecd Other Asia,1,['Region'],Region,7.404279118037268,7.404279118037268
Non-Oecd Latin America,1,['Region'],Region,7.404279118037268,7.404279118037268
Non-Oecd Middle East,1,['Region'],Region,7.404279118037268,7.404279118037268
Oecd Supply,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Non-Oecd Supply,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Call On Opec Crude + Stock Ch.,1,['Metric'],Metric,7.404279118037268,7.404279118037268
World Oil Supply And Demand: Changes From Oil 2024,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Total Non-Opec Supply,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Call On Opec Crude + Stock Change,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Call On Opec Crude + Stock Ch.5,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Neutral Zone 1,1,['Region'],Region,7.404279118037268,7.404279118037268
Others_Europe,1,['Region'],Region,7.404279118037268,7.404279118037268
Others_Asia Oceania,1,['Region'],Region,7.404279118037268,7.404279118037268
Others_Caspian,1,['Region'],Region,7.404279118037268,7.404279118037268
Others_Asia,1,['Region'],Region,7.404279118037268,7.404279118037268
Others_Southamerica,1,['Region'],Region,7.404279118037268,7.404279118037268
Others_Middleeast,1,['Region'],Region,7.404279118037268,7.404279118037268
Others_Africa,1,['Region'],Region,7.404279118037268,7.404279118037268
Anchor,1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Eldfisk North,1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Whale,1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Tyrving,1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Shenandoah Phase 1,1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Balder X,1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Ballymore,1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Johan Castberg,1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Leon/Castile,1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Yggdrasil,1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Pikka Phase 1 (Alaska),1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Tyra Redevelopment,1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Shenandoah Phase 2,1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Penguins,1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Vito Infill,1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Rosebank,1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Sparta,1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Willow (Alaska),1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Dammam Phase 1,1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Kaskida,1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Berri Expansion,1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Mildred Lake Extension,1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Marjan Expansion,1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Zuluf Expansion,1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Trion,1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Dammam Phase 2,1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
North Field Expansion East,1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Atlanta Fds,1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
North Field Expansion South,1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Mero 3 (Mal. Duque De Caxias),1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Bul Hanine Redevelopment,1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Ipb (Maria Quitéria),1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Al Shaheen Gallaf,1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Bacalhau,1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Belbazem,1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Buzios 8 (P-79),1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Buzios 9 (P-80),1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Buzios 10 (P-82),1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Buzios 11 (P-83),1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Maromba,1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Raia (Bm-C-33),1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Atapu 2 (P-84),1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Gato Do Mato,1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Sepia 2 (P-85),1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Bab South East Expansion,1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Umm Shaif Expansion,1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Sangomar Phase 1 (Sne),1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Agadem Phase 2,1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Baleine Phase 2,1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Begonia,1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Ndungu,1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Agogo Phase 3,1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Kaminho,1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Stabroek Phase 4 (Yellowtail),1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Stabroek Phase 5 (Uaru),1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Stabroek Phase 6 (Whiptail),1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Lake Albert (Kingfisher And Tilenga),1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Liuhua,1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Kashagan Expansion Phase 1,1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Lac Da Vang,1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
White Whale,1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Tiber,1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Mad Dog Spar,1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Ocotillo,1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Winterfell Extension,1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Perdido Spar,1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Whale Phase 2,1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Pikka Phase 2,1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Polok-Chinwol,1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Kmz Expansion,1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Stabroek Phase 7 (Hammerhead),1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Stabroek Phase 8 (Longtail),1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Brc/Crt Revit,1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Fram (Extension),1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Troll (Extension),1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Johan Castberg Phase 2,1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Aasgard,1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Balder/Ringhorne,1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Yggdrasil (Extension),1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Johan Sverdrup Phase 3,1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Wisting,1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Cambo,1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Pecan,1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Non-Opec Production,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Un-Upgraded Bitumen,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Syncrude Canada,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Syncrude (Canada),1,['Energysource'],Energysource,7.404279118037268,7.404279118037268
Non-Opec Production (Excl. Processing Gains And Biofuels),1,['Energysource'],Energysource,7.404279118037268,7.404279118037268
Conventional,1,['Energysource'],Energysource,7.404279118037268,7.404279118037268
Natural Gas Liquids (Total),1,['Energysource'],Energysource,7.404279118037268,7.404279118037268
Unconventional,1,['Energysource'],Energysource,7.404279118037268,7.404279118037268
Ehob (Incl. Syncrude),1,['Energysource'],Energysource,7.404279118037268,7.404279118037268
Coal To Liquids,1,['Technology'],Technology,7.404279118037268,7.404279118037268
Gas To Liquids,1,['Technology'],Technology,7.404279118037268,7.404279118037268
Refining Capacity Additions,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Total World Refining Capacity Additions,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Total World Upgrading Capacity Additions,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Refining Capacity Additions And Expansions,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Huajin Petchem (Panjin Ii),1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Wilmington,1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Fujian Gulei Petchem (Gulei Ii),1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Benicia,1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Zhenhai Refining And Chemical,1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Houston Lyondell,1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Yulong Petrochemical,1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Daxie Petrochemical,1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Gelsenkirchen,1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Qilu Petchem,1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Grangemouth,1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Panipat,1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Sitra,1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Barmer,1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Persian Gulf Star (Bandar Abbas Iv),1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
"Barauni, Bihar",1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Dhi Qar,1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
"Numaligarh, Assam",1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Diwaniya,1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
"Koyali, Gujarat",1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Missan,1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Balikpapan (Ref Unit V),1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Sriracha I,1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Hassi-Messaoud,1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
World Ethanol Production,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Other Non-Opec Opec+3,1,['Region'],Region,7.404279118037268,7.404279118037268
Crude Oil Capacity 2024,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Crude Oil Capacity 2030,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Ngl Capacity 2024,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Ngl Capacity 2030,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Ngl Capacities,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Capacity Levels Within 90 Days,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Other Non-Opec Opec+ Members,1,['Region'],Region,7.404279118037268,7.404279118037268
Ace,1,['Region'],Region,7.404279118037268,7.404279118037268
Bart,1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Carbob,1,['Energysource'],Energysource,7.404279118037268,7.404279118037268
Cdds,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Cif,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Cdu,1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Cnpe,1,['Policy'],Policy,7.404279118037268,7.404279118037268
Ctc,1,['Technology'],Technology,7.404279118037268,7.404279118037268
Ctl,1,['Technology'],Technology,7.404279118037268,7.404279118037268
Duc,1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
E&P,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Eor,1,['Technology'],Technology,7.404279118037268,7.404279118037268
Esg,1,['Policy'],Policy,7.404279118037268,7.404279118037268
Euas,1,['Policy'],Policy,7.404279118037268,7.404279118037268
Fame,1,['Energysource'],Energysource,7.404279118037268,7.404279118037268
Fgp,1,['Policy'],Policy,7.404279118037268,7.404279118037268
Gfc,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Ghg,1,['Energysource'],Energysource,7.404279118037268,7.404279118037268
Gl,1,['Policy'],Policy,7.404279118037268,7.404279118037268
Gor,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Gtl,1,['Technology'],Technology,7.404279118037268,7.404279118037268
Hev,1,['Technology'],Technology,7.404279118037268,7.404279118037268
Hdt,1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Hsfo,1,['Energysource'],Energysource,7.404279118037268,7.404279118037268
Hsr,1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Iata,1,['Policy'],Policy,7.404279118037268,7.404279118037268
Ioc,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Ip90,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Ira,1,['Policy'],Policy,7.404279118037268,7.404279118037268
Itt,1,['Region'],Region,7.404279118037268,7.404279118037268
Joa,1,['Policy'],Policy,7.404279118037268,7.404279118037268
Kmz,1,['Region'],Region,7.404279118037268,7.404279118037268
Koc,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Ldv,1,['Technology'],Technology,7.404279118037268,7.404279118037268
Mer,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Meram,1,['Policy'],Policy,7.404279118037268,7.404279118037268
Mgo,1,['Energysource'],Energysource,7.404279118037268,7.404279118037268
Mpg,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Mtbe,1,['Energysource'],Energysource,7.404279118037268,7.404279118037268
N-Butane,1,['Energysource'],Energysource,7.404279118037268,7.404279118037268
Nwe,1,['Region'],Region,7.404279118037268,7.404279118037268
Ofac,1,['Policy'],Policy,7.404279118037268,7.404279118037268
Opec-12,1,['Region'],Region,7.404279118037268,7.404279118037268
Pdh,1,['Technology'],Technology,7.404279118037268,7.404279118037268
Pe,1,['Technology'],Technology,7.404279118037268,7.404279118037268
Pp,1,['Technology'],Technology,7.404279118037268,7.404279118037268
Psc,1,['Policy'],Policy,7.404279118037268,7.404279118037268
Pvc,1,['Technology'],Technology,7.404279118037268,7.404279118037268
Rigi,1,['Policy'],Policy,7.404279118037268,7.404279118037268
Rpk,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Rrr,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Seca,1,['Policy'],Policy,7.404279118037268,7.404279118037268
Steo,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Suvs,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Tar,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Tfl,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Tmx,1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Uco,1,['Energysource'],Energysource,7.404279118037268,7.404279118037268
Un,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Unctad,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Usd,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Us Padd,1,['Region'],Region,7.404279118037268,7.404279118037268
Us Padd 1,1,['Region'],Region,7.404279118037268,7.404279118037268
Us Padd 2,1,['Region'],Region,7.404279118037268,7.404279118037268
Us Padd 3,1,['Region'],Region,7.404279118037268,7.404279118037268
Us Padd 4,1,['Region'],Region,7.404279118037268,7.404279118037268
Us Padd 5,1,['Region'],Region,7.404279118037268,7.404279118037268
Vgo,1,['Energysource'],Energysource,7.404279118037268,7.404279118037268
Wcs,1,['Energysource'],Energysource,7.404279118037268,7.404279118037268
Wcsb,1,['Region'],Region,7.404279118037268,7.404279118037268
Wto,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Barrel (Of Oil),1,['Metric'],Metric,7.404279118037268,7.404279118037268
Barrels Per Day,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Barrels Of Oil Equivalent,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Thousand Barrels Per Day,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Kilometre,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Million Barrels Per Day,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Million Barrels,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Million Standard Cubic Feet Per Day,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Million Tonnes Per Annum,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Tonnes,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Shutterstock,1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Renewable Energy Division,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Yasmina Abdelilah,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Vasilios Anatolitis-Pelka,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Marcus Bockhold,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Piotr Bojek,1,['Sector'],Sector,7.404279118037268,7.404279118037268
François Briens,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Trevor Criswell,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Martina Lyons,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Hunor Papolczi,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Laura Marí Martínez,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Yasmine Arsalane,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Elisa Asmelash,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Jose Bermudez Menendez,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Eric Buisson,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Elif Cerezci,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Elizabeth Connelly,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Davide D’Ambrosio,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Amrita Dasgupta,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Chiara Delmastro,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Ilkka Hannula,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Isaac,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Hannula,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Uwe Remme,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Richard Simon,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Peter Zeniewski,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Iea Energy Data Centre,1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Luca Lorenzoni,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Taylor Morrison,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Nick Johnstone,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Roberta Quadrelli,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Iea Standing Group On Long-Term Co-Operation,1,['Policy'],Policy,7.404279118037268,7.404279118037268
Iea Renewable Energy Working Party,1,['Policy'],Policy,7.404279118037268,7.404279118037268
Renewable Industry Advisory Board (Riab),1,['Policy'],Policy,7.404279118037268,7.404279118037268
Iea Partner Countries,1,['Region'],Region,7.404279118037268,7.404279118037268
Iea Committee On Energy Research And Technology,1,['Policy'],Policy,7.404279118037268,7.404279118037268
Iea Technology Collaboration Programmes (Iea Tcps),1,['Policy'],Policy,7.404279118037268,7.404279118037268
United States Of America,1,['Region'],Region,7.404279118037268,7.404279118037268
Photovoltaic Power Systems Tcp,1,['Technology'],Technology,7.404279118037268,7.404279118037268
Solar Heating And Cooling Tcp,1,['Technology'],Technology,7.404279118037268,7.404279118037268
American Clean Power Association,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Bioenergy Europe,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Enel,1,['Sector'],Sector,7.404279118037268,7.404279118037268
European Biogas Association,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Council On Energy Environment And Water,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Climate Ethanol Alliance,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Earth Sciences New Zealand,1,['Sector'],Sector,7.404279118037268,7.404279118037268
European Commission Joint Research Centre,1,['Sector'],Sector,7.404279118037268,7.404279118037268
European Geothermal Energy Council,1,['Sector'],Sector,7.404279118037268,7.404279118037268
European Renewable Energies Federation,1,['Sector'],Sector,7.404279118037268,7.404279118037268
European Solar Thermal Industry Federation,1,['Sector'],Sector,7.404279118037268,7.404279118037268
French Association Of Geothermal Professionals,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Afpg,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Northeast States For Coordinated Air Use Management,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Rng Coalition,1,['Sector'],Sector,7.404279118037268,7.404279118037268
